_id,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB
9571,LONGUEVAL,Street,,MOOROOKA
9572,LONGWOOD,Street,,WOOLLOONGABBA
9573,LONSDALE,Close,,PARKINSON
9574,LONSDALE,Place,,WISHART
9575,LONSDALE,Street,,ASCOT
9576,LOORANAH,Street,,JINDALEE
9577,LOPHOSTEMON,Place,,SEVENTEEN MILE ROCKS
9578,LORAMA,Place,,KURABY
9579,LORAN,Place,,TAIGUM
9580,LORD,Street,,MORNINGSIDE
9581,LOREBURN,Street,,MOUNT GRAVATT
9582,LORELEI,Street,,MANLY WEST
9583,LOREN,Street,,STAFFORD HEIGHTS
9584,LORENC,Place,,BRIDGEMAN DOWNS
9585,LORETO,Close,,BOONDALL
9586,LORIKEET,Close,,FIG TREE POCKET
9587,LORIKEET,Lane,,CARSELDINE
9588,LORIKEET,Place,,WISHART
9589,LORIKEET,Street,,INALA
9590,LORIKEET,Street,,UPPER KEDRON
9591,LORIMER,Terrace,,KELVIN GROVE
9592,LORINYA,Street,,MANSFIELD
9593,LORISCH,Way,,ROCHEDALE
9594,LORNA,Close,,BALD HILLS
9595,LORNA,Street,,GRACEVILLE
9596,LORNE,Street,,ALDERLEY
9597,LORRIMORE,Street,,MACGREGOR
9598,LORWARD,Avenue,,BARDON
9599,LOSSOCK,Avenue,,CAMP HILL
9600,LOSSOCK,Avenue,,SEVEN HILLS
9601,LOT,Street,,BRACKEN RIDGE
9602,LOTHIAN,Street,,ANNERLEY
9603,LOTTIE,Street,,GREENSLOPES
9604,LOTUS,Street,,WOOLLOONGABBA
9605,LOTUSBIRD,Place,,CALAMVALE
9606,LOUDON,Street,,SANDGATE
9607,LOUGHREA,Street,,TINGALPA
9608,LOUIS,Street,,ANNERLEY
9609,LOUIS,Street,,WYNNUM
9610,LOUISA,Close,,OXLEY
9611,LOUISA,Street,,DUTTON PARK
9612,LOUISA,Street,,HIGHGATE HILL
9613,LOUISE,Street,,KENMORE
9614,LOUPOS,Street,,PALLARA
9615,LOURDES,Place,,BOONDALL
9616,LOVAT,Street,,ELLEN GROVE
9617,LOVE,Street,,BULIMBA
9618,LOVE,Street,,FAIRFIELD
9619,LOVE,Street,,FORTITUDE VALLEY
9620,LOVE,Street,,HOLLAND PARK
9621,LOVE,Street,,NORTHGATE
9622,LOVE,Street,,SPRING HILL
9623,LOVEDALE,Street,,WILSTON
9624,LOVEGROVE,Street,,BOONDALL
9625,LOVEGROVE,Street,,ZILLMERE
9626,LOVEJOY,Street,,CARINA
9627,LOVEJOY,Street,,RED HILL
9628,LOVEKIN,Street,,ASHGROVE
9629,LOVELL,Court,,SINNAMON PARK
9630,LOVOSI,Street,,WYNNUM WEST
9631,LOW,Street,,COOPERS PLAINS
9632,LOWAN,Street,,BELLBOWRIE
9633,LOWANNA,Street,,KENMORE
9634,LOWELL,Street,,KENMORE
9635,LOWER ALEXANDRA,Street,,SANDGATE
9636,LOWER BOWEN,Terrace,,NEW FARM
9637,LOWER BRIGHTON,Terrace,,SANDGATE
9638,LOWER CAIRNS,Terrace,,PADDINGTON
9639,LOWER CLIFTON,Terrace,,KELVIN GROVE
9640,LOWER CLIFTON,Terrace,,RED HILL
9641,LOWER HARDGRAVE,Road,,WEST END
9642,LOWER RIVER,Terrace,,KANGAROO POINT
9643,LOWER RIVER,Terrace,,SOUTH BRISBANE
9644,LOWER,Esplanade,,MANLY
9645,LOWERSON,Street,,LUTWYCHE
9646,LOWNDES,Street,,SALISBURY
9647,LOWRIE,Lane,,STAFFORD
9648,LOWRY,Street,,INALA
9649,LOWTHER,Place,,BOONDALL
9650,LOYAL,Street,,DARRA
9651,LOYNES,Street,,WYNNUM WEST
9652,LUBECK,Street,,BANYO
9653,LUCAN,Avenue,,ASPLEY
9654,LUCAS,Place,,PULLENVALE
9655,LUCAS,Street,,LUTWYCHE
9656,LUCERNE,Street,,WESTLAKE
9657,LUCILLE,Street,,BOONDALL
9658,LUCINDA,Close,,SINNAMON PARK
9659,LUCINDA,Drive,,PORT OF BRISBANE
9660,LUCINDA,Street,,CARSELDINE
9661,LUCINDA,Street,,TARINGA
9662,LUCINDA,Street,,WOOLLOONGABBA
9663,LUCKINS,Street,,ASPLEY
9664,LUCOCK,Street,,OXLEY
9665,LUCY,Street,,ALBION
9666,LUCY,Street,,BALD HILLS
9667,LUCY,Street,,GAYTHORNE
9668,LUCY,Street,,MILTON
9669,LUCY,Street,,MOOROOKA
9670,LUCY,Street,,STONES CORNER
9671,LUCYANNE,Court,,CHAPEL HILL
9672,LUDERICK,Street,,MANLY WEST
9673,LUDGATE,Street,,BANYO
9674,LUDLOW,Street,,CHAPEL HILL
9675,LUDLOW,Street,,GAYTHORNE
9676,LUDLOW,Street,,HAMILTON
9677,LUDWICK,Street,,CANNON HILL
9678,LUDWICK,Street,North,CANNON HILL
9679,LUGANO,Close,,PARKINSON
9680,LUGANO,Street,,RIVERHILLS
9681,LUGG,Street,,BARDON
9682,LUGG,Street,,PADDINGTON
9683,LUGG,Street,,RED HILL
9684,LUIGINA,Close,,WAKERLEY
9685,LUKE,Close,,SUNNYBANK HILLS
9686,LUKE,Street,,GRACEVILLE
9687,LUKE,Street,,LYTTON
9688,LUKE,Street,,WAVELL HEIGHTS
9689,LUKIN,Street,,CLAYFIELD
9690,LUMLEY,Street,,UPPER MOUNT GRAVATT
9691,LUMPHANAN,Street,,SUNNYBANK HILLS
9692,LUNAR,Place,,BRIDGEMAN DOWNS
9693,LUNGA,Street,,CARINA
9694,LUNN,Street,,SANDGATE
9695,LUPIN,Street,,INALA
9696,LUPRENA,Street,,MANSFIELD
9697,LUPTON,Street,,CHERMSIDE WEST
9698,LUPUS,Street,,BALD HILLS
9699,LURNEA,Street,,CHERMSIDE
9700,LUSCOMBE,Street,,RUNCORN
9701,LUSS,Street,,MOGGILL
9702,LUSTRE,Place,,KEPERRA
9703,LUTANA,Street,,STAFFORD
9704,LUTHER JAMES,Close,,DOOLANDELLA
9705,LUTON,Street,,MACGREGOR
9706,LUTWYCHE,Road,,KEDRON
9707,LUTWYCHE,Road,,LUTWYCHE
9708,LUTWYCHE,Road,,WINDSOR
9709,LUTWYCHE,Road,,WOOLOOWIN
9710,LUTWYCHE,Street,,PETRIE TERRACE
9711,LUTZOW,Street,,TARRAGINDI
9712,LUX,Place,,ROCHEDALE
9713,LUXFORD,Street,,CHELMER
9714,LUXWORTH,Street,,MOOROOKA
9715,LUYA,Street,,FAIRFIELD
9716,LYALL,Close,,RIVERHILLS
9717,LYCETTE,Street,,BELMONT
9718,LYCHEE,Place,,BELMONT
9719,LYDFORD,Court,,CARINDALE
9720,LYDIA,Place,,GUMDALE
9721,LYDIA,Street,,KALINGA
9722,LYDIN,Street,,BRACKEN RIDGE
9723,LYDSTEP,Court,,CARINDALE
9724,LYELL,Crescent,,MCDOWALL
9725,LYELL,Street,,SUNNYBANK
9726,LYMM,Street,,MOUNT GRAVATT EAST
9727,LYNBARA,Close,,BRACKEN RIDGE
9728,LYNDALE,Road,,PULLENVALE
9729,LYNDHURST,Road,,BOONDALL
9730,LYNDORA,Close,,RIVERHILLS
9731,LYNE,Street,,EVERTON PARK
9732,LYNELL,Street,,HAMILTON
9733,LYNELLE,Street,,SUNNYBANK HILLS
9734,LYNETTE,Street,,BRACKEN RIDGE
9735,LYNFORD,Place,,BRIDGEMAN DOWNS
9736,LYNMOUTH,Street,,UPPER MOUNT GRAVATT
9737,LYNNE GROVE,Avenue,,CORINDA
9738,LYNTON,Street,,MIDDLE PARK
9739,LYNTON,Street,,UPPER MOUNT GRAVATT
9740,LYNWOOD,Crescent,,ASHGROVE
9741,LYNX,Court,,ALGESTER
9742,LYON,Avenue,,OXLEY
9743,LYON,Street,,MOOROOKA
9744,LYONORS,Street,,BRACKEN RIDGE
9745,LYONS,Terrace,,WINDSOR
9746,LYRA,Street,,INALA
9747,LYREBIRD,Close,,DOOLANDELLA
9748,LYREBIRD,Close,,TAIGUM
9749,LYREBIRD,Crescent,,UPPER KEDRON
9750,LYREBIRD,Place,,OXLEY
9751,LYREBIRD,Street,,CALAMVALE
9752,LYRIAN,Street,,MANLY WEST
9753,LYRIC,Street,,CANNON HILL
9754,LYSAGHT,Street,,ACACIA RIDGE
9755,LYSANDER,Street,,MORNINGSIDE
9756,LYTHAM,Street,,INDOOROOPILLY
9757,LYTTON,Road,,BALMORAL
9758,LYTTON,Road,,BULIMBA
9759,LYTTON,Road,,CANNON HILL
9760,LYTTON,Road,,EAST BRISBANE
9761,LYTTON,Road,,HEMMANT
9762,LYTTON,Road,,LYTTON
9763,LYTTON,Road,,MORNINGSIDE
9764,LYTTON,Road,,MURARRIE
9765,MABB,Street,,KENMORE
9766,MABEL,Street,,CLAYFIELD
9767,MABEL,Street,,HIGHGATE HILL
9768,MABEL,Street,,OXLEY
9769,MABERLEY,Street,,GEEBUNG
9770,MAC,Street,,BRIDGEMAN DOWNS
9771,MACADAM,Street,,SEVENTEEN MILE ROCKS
9772,MACADAMIA,Street,,MACGREGOR
9773,MACADAMIA,Street,,WYNNUM WEST
9774,MACALISTER,Street,,CARINA HEIGHTS
9775,MACANSH,Street,,ZILLMERE
9776,MACARANGA,Crescent,,CARSELDINE
9777,MACARANGA,Street,,ALGESTER
9778,MACARTHUR,Avenue,,HAMILTON
9779,MACARTHUR,Avenue,Centre,PINKENBA
9780,MACARTHUR,Avenue,East,PINKENBA
9781,MACARTHUR,Avenue,West,PINKENBA
9782,MACARTHUR,Court,,MOUNT OMMANEY
9783,MACARTHUR,Place,,BANYO
9784,MACARTNEY,Street,,PADDINGTON
9785,MACAULAY,Street,,COORPAROO
9786,MACBARRY,Place,,ROCKLEA
9787,MACBETH,Place,,SUNNYBANK HILLS
9788,MACCHION,Close,,WAKERLEY
9789,MACDEVITT,Street,,COOPERS PLAINS
9790,MACDONALD,Place,,CARSELDINE
9791,MACDONALD,Street,,KANGAROO POINT
9792,MACDONALD,Street,,LOTA
9793,MACDONALD,Street,,NORMAN PARK
9794,MACDONNELL,Street,,TOOWONG
9795,MACEDON,Street,,HEMMANT
9796,MACEDON,Street,,WAVELL HEIGHTS
9797,MACFARLANE,Street,,MIDDLE PARK
9798,MACFARLANE,Street,,RIVERHILLS
9799,MACGINLEY,Street,,ARCHERFIELD
9800,MACGRAW,Street,,MCDOWALL
9801,MACGREGOR,Place,,RICHLANDS
9802,MACGREGOR,Street,,UPPER MOUNT GRAVATT
9803,MACGREGOR,Street,,WILSTON
9804,MACGREGOR,Terrace,,BARDON
9805,MACGROARTY,Street,,COOPERS PLAINS
9806,MACHINERY,Street,,BOWEN HILLS
9807,MACHINERY,Street,,DARRA
9808,MACINTOSH,Street,,AUCHENFLOWER
9809,MACK,Street,,WISHART
9810,MACKAY,Court,,SUNNYBANK
9811,MACKAY,Street,,COORPAROO
9812,MACKAY,Street,,WINDSOR
9813,MACKAY,Terrace,,BARDON
9814,MACKELLAR,Street,,TENERIFFE
9815,MACKENZIE,Court,,CARINDALE
9816,MACKENZIE,Street,,ANNERLEY
9817,MACKENZIE,Street,,KANGAROO POINT
9818,MACKENZIE,Street,,MANLY WEST
9819,MACKEREL,Street,,MANLY WEST
9820,MACKIE,Street,,MOOROOKA
9821,MACKIE,Street,East,MOOROOKA
9822,MACKIE,Street,West,MOOROOKA
9823,MACKLIN,Street,,HOLLAND PARK
9824,MACKNISH,Crescent,,COOPERS PLAINS
9825,MACLEAN,Close,,FITZGIBBON
9826,MACLEAN,Street,,BRIGHTON
9827,MACLEAY,Crescent,,TINGALPA
9828,MACNAUGHTON,Street,,STAFFORD
9829,MACNEE,Street,,MCDOWALL
9830,MACOMA,Street,,BANYO
9831,MACPHERSON,Circuit,,RUNCORN
9832,MACQUARIE,Circuit,,FITZGIBBON
9833,MACQUARIE,Circuit,,FOREST LAKE
9834,MACQUARIE,Court,,MOUNT OMMANEY
9835,MACQUARIE,Street,,ST LUCIA
9836,MACQUARIE,Street,,TENERIFFE
9837,MACQUARIE,Street,,WAKERLEY
9838,MACQUARIE,Way,,DREWVALE
9839,MACRAE,Road,,BARDON
9840,MACROSSAN,Avenue,,NORMAN PARK
9841,MACROSSAN,Lane,,NORMAN PARK
9842,MACROSSAN,Street,,BRISBANE CITY
9843,MACS,Street,,BRIGHTON
9844,MACTIER,Street,,FIG TREE POCKET
9845,MACULATA,Crescent,,KARAWATHA
9846,MACULATA,Drive,,CHAPEL HILL
9847,MADANA,Street,,SUNNYBANK HILLS
9848,MADANG,Street,,MOOROOKA
9849,MADAU,Street,,MANSFIELD
9850,MADDEN,Street,,ALBION
9851,MADDER,Close,,CALAMVALE
9852,MADDISON,Place,,THE GAP
9853,MADDOCKS,Street,,NUNDAH
9854,MADDOCKS,Street,,VIRGINIA
9855,MADDOCKS,Street,,WAVELL HEIGHTS
9856,MADEIRA,Court,,CALAMVALE
9857,MADEIRA,Street,,THE GAP
9858,MADELINE,Street,,CAMP HILL
9859,MADGWICK,Street,,WYNNUM
9860,MADISON,Place,,CARINA
9861,MADISON,Street,,HEATHWOOD
9862,MADISON,Street,,SUNNYBANK HILLS
9863,MADLO,Street,,THE GAP
9864,MADRID,Court,,WISHART
9865,MADSEN,Street,,KEPERRA
9866,MADURA,Close,,WESTLAKE
9867,MAESTRA,Street,,THE GAP
9868,MAGAZINE,Street,,SHERWOOD
9869,MAGDALA,Street,,ASCOT
9870,MAGDALENE,Street,,WYNNUM WEST
9871,MAGEE,Street,,GRACEVILLE
9872,MAGENTA,Crescent,,MITCHELTON
9873,MAGENTA,Place,,WISHART
9874,MAGENTA,Street,,WAVELL HEIGHTS
9875,MAGGS,Street,,KEDRON
9876,MAGGS,Street,,WAVELL HEIGHTS
9877,MAGNA,Place,,BRACKEN RIDGE
9878,MAGNET,Close,,RIVERHILLS
9879,MAGNETIC,Street,,BOONDALL
9880,MAGNOLIA,Place,,CARSELDINE
9881,MAGNOLIA,Street,,INALA
9882,MAGNOLIA,Street,,PALLARA
9883,MAGNOLIA,Street,,STRETTON
9884,MAGOR,Street,,INDOOROOPILLY
9885,MAGOR,Street,,TARINGA
9886,MAGPIE,Place,,UPPER KEDRON
9887,MAGPIE,Street,,INALA
9888,MAGURA,Street,,ENOGGERA
9889,MAHARA,Street,,BARDON
9890,MAHER,Street,,ZILLMERE
9891,MAHINA,Place,,WISHART
9892,MAHOGANY,Court,,WILLAWONG
9893,MAHOGANY,Place,,BRIDGEMAN DOWNS
9894,MAHOGANY,Place,,FOREST LAKE
9895,MAHOGANY,Place,,KARAWATHA
9896,MAHONIA,Street,,BELLBOWRIE
9897,MAIBRY,Street,,WISHART
9898,MAIDENCOMBE,Street,,GEEBUNG
9899,MAIDENHAIR,Court,,FOREST LAKE
9900,MAIDENHAIR,Place,,CALAMVALE
9901,MAIDSTONE,Street,,KELVIN GROVE
9902,MAILEY,Street,,MANSFIELD
9903,MAILEY,Street,,WISHART
9904,MAIN BEACH,Road,,PINKENBA
9905,MAIN MYRTLETOWN,Road,,BRISBANE AIRPORT
9906,MAIN MYRTLETOWN,Road,,PINKENBA
9907,MAIN,Avenue,,BALMORAL
9908,MAIN,Avenue,,BARDON
9909,MAIN,Avenue,,COORPAROO
9910,MAIN,Avenue,,MORNINGSIDE
9911,MAIN,Avenue,,STONES CORNER
9912,MAIN,Avenue,,WAVELL HEIGHTS
9913,MAIN,Avenue,,WILSTON
9914,MAIN,Avenue,,WINDSOR
9915,MAIN,Street,,KANGAROO POINT
9916,MAIN,Street,,WOOLLOONGABBA
9917,MAINS,Road,,MACGREGOR
9918,MAINS,Road,,NATHAN
9919,MAINS,Road,,ROBERTSON
9920,MAINS,Road,,SUNNYBANK
9921,MAINS,Road,,UPPER MOUNT GRAVATT
9922,MAISIE,Place,,EIGHT MILE PLAINS
9923,MAITLAND,Street,,FOREST LAKE
9924,MAITLAND,Street,,SALISBURY
9925,MAIZE,Place,,MANSFIELD
9926,MAJESTIC,Crescent,,HEMMANT
9927,MAJESTIC,Outlook,,SEVEN HILLS
9928,MAJESTIC,Place,,RUNCORN
9929,MAJESTIC,Street,,BRIDGEMAN DOWNS
9930,MAJOR,Drive,,ROCHEDALE
9931,MAJOR,Street,,MANLY WEST
9932,MAJURA,Street,,BELMONT
9933,MAKEPEACE,Place,,BELLBOWRIE
9934,MAKER,Street,,THE GAP
9935,MAKERSTON,Street,,BRISBANE CITY
9936,MAKO,Street,,RUNCORN
9937,MAKORAKO,Street,,ASPLEY
9938,MALABAR,Street,,WYNNUM WEST
9939,MALACHITE,Street,,KEPERRA
9940,MALAGA,Street,,MCDOWALL
9941,MALANDA,Street,,WYNNUM WEST
9942,MALATA,Close,,WESTLAKE
9943,MALBON,Street,,EIGHT MILE PLAINS
9944,MALCOLM,Street,,ENOGGERA
9945,MALCOLM,Street,,HAWTHORNE
9946,MALDON,Street,,DUTTON PARK
9947,MALDON,Street,,PALLARA
9948,MALGOA,Street,,THE GAP
9949,MALIA,Court,,WYNNUM WEST
9950,MALIA,Street,,SINNAMON PARK
9951,MALINYA,Place,,WISHART
9952,MALLAN,Place,,KURABY
9953,MALLARD,Place,,FOREST LAKE
9954,MALLEE,Circuit,,MOGGILL
9955,MALLEE,Court,,BRIDGEMAN DOWNS
9956,MALLEE,Street,,ALGESTER
9957,MALLERY,Street,,WESTLAKE
9958,MALLETT,Close,,WISHART
9959,MALLON,Street,,BOWEN HILLS
9960,MALMROSE,Street,,WISHART
9961,MALMSEY,Street,,CALAMVALE
9962,MALORY,Street,,BALMORAL
9963,MALPARARA,Place,,CARSELDINE
9964,MALT,Street,,FORTITUDE VALLEY
9965,MALTBY,Street,,SALISBURY
9966,MALTHUS,Street,,CARINA
9967,MALTON,Street,,THE GAP
9968,MALU,Street,,MIDDLE PARK
9969,MALVERN,Place,,FOREST LAKE
9970,MALVERN,Street,,SALISBURY
9971,MALWOOD,Street,,STAFFORD HEIGHTS
9972,MAMETZ,Street,,MOOROOKA
9973,MANANDA,Street,,HOLLAND PARK WEST
9974,MANARA,Place,,EIGHT MILE PLAINS
9975,MANBURGH,Terrace,,DARRA
9976,MANCHESTER,Close,,FOREST LAKE
9977,MANCHESTER,Street,,EIGHT MILE PLAINS
9978,MANCHESTER,Street,,GUMDALE
9979,MANCHESTER,Terrace,,INDOOROOPILLY
9980,MANCHESTER,Terrace,,TARINGA
9981,MANDALAY,Street,,FIG TREE POCKET
9982,MANDARIN,Close,,FOREST LAKE
9983,MANDARIN,Street,,COOPERS PLAINS
9984,MANDELL,Close,,COOPERS PLAINS
9985,MANDEVILLE,Street,,MCDOWALL
9986,MANDY,Street,,WISHART
9987,MANET,Crescent,,FOREST LAKE
9988,MANETTIA,Street,,WYNNUM WEST
9989,MANGO,Street,,RUNCORN
9990,MANGROVE,Street,,HEATHWOOD
9991,MANILLA,Street,,EAST BRISBANE
9992,MANIN,Street,,WYNNUM
9993,MANITOBA,Place,,WAVELL HEIGHTS
9994,MANKINNA,Street,,JINDALEE
9995,MANLY,Road,,MANLY
9996,MANLY,Road,,MANLY WEST
9997,MANLY,Road,,TINGALPA
9998,MANLY,Road,,WAKERLEY
9999,MANMARRA,Crescent,,EIGHT MILE PLAINS
10000,MANN,Avenue,,NORTHGATE
10001,MANNERSLEY,Street,,CARINDALE
10002,MANNETTO,Street,,WISHART
10003,MANNIKIN,Lane,,CARSELDINE
10004,MANNING,Street,,MILTON
10005,MANNING,Street,,SOUTH BRISBANE
10006,MANNINGTON,Road,,ACACIA RIDGE
10007,MANNION,Street,,RED HILL
10008,MANNIX,Place,,FOREST LAKE
10009,MANOOKA,Street,,ASPLEY
10010,MANOR,Crescent,,WAKERLEY
10011,MANOR,Street,,EIGHT MILE PLAINS
10012,MANOR,Street,,OXLEY
10013,MANOR,Street,,TAIGUM
10014,MANSFIELD,Place,,MANSFIELD
10015,MANSFIELD,Street,,COORPAROO
10016,MANSON,Parade,,YERONGA
10017,MANSON,Road,,HENDRA
10018,MANSTED,Street,,HOLLAND PARK WEST
10019,MANTIAS,Street,,BALD HILLS
10020,MANTILLA,Street,,CAMP HILL
10021,MANTLE,Street,,OXLEY
10022,MANTON,Street,,MORNINGSIDE
10023,MANUBAR,Place,,CHAPEL HILL
10024,MANYUNG,Street,,KENMORE
10025,MANZILL,Street,,SUNNYBANK HILLS
10026,MAPELLEN,Street,,ASPLEY
10027,MAPELTON,Circuit,,PARKINSON
10028,MAPLE,Close,,BRACKEN RIDGE
10029,MAPLE,Court,,CARINDALE
10030,MAPLE,Street,,WAVELL HEIGHTS
10031,MAPLELEAF,Street,,EIGHT MILE PLAINS
10032,MAPLETON,Crescent,,FOREST LAKE
10033,MAPLETON,Street,,MOUNT GRAVATT EAST
10034,MAR,Street,,HOLLAND PARK
10035,MARA,Place,,ASHGROVE
10036,MARADA,Street,,UPPER MOUNT GRAVATT
10037,MARAKET,Street,,TOOWONG
10038,MARALINGA,Place,,CARINA HEIGHTS
10039,MARAMBIR,Street,,STAFFORD
10040,MARANA,Street,,THE GAP
10041,MARANOA,Street,,CARINA HEIGHTS
10042,MARARA,Street,,ALGESTER
10043,MARATHON,Street,,ASPLEY
10044,MARAWAH,Street,,BURBANK
10045,MARBAN,Street,,CHERMSIDE WEST
10046,MARBERRY,Street,,MANLY WEST
10047,MARBLE,Street,,KEPERRA
10048,MARCELLIN,Place,,BOONDALL
10049,MARCH,Lane,,KEPERRA
10050,MARCHANT,Crescent,,CORINDA
10051,MARCHANT,Street,,TARRAGINDI
10052,MARCIA,Street,,ASPLEY
10053,MARCONI,Close,,JAMBOREE HEIGHTS
10054,MARDALE,Street,,GRANGE
10055,MARDI,Street,,CARSELDINE
10056,MAREEBA,Road,,ASHGROVE
10057,MARELDA,Street,,SUNNYBANK
10058,MARELLA,Street,,BOONDALL
10059,MARENGO,Street,,DURACK
10060,MARFAYLEY,Street,,SALISBURY
10061,MARFORD,Street,,CHERMSIDE WEST
10062,MARGARET,Close,,BRIGHTON
10063,MARGARET,Court,,FERNY GROVE
10064,MARGARET,Court,,KENMORE
10065,MARGARET,Crescent,,WAKERLEY
10066,MARGARET,Street,,BRISBANE CITY
10067,MARGARET,Street,,CAMP HILL
10068,MARGARET,Street,,MCDOWALL
10069,MARGARY,Street,,MOUNT GRAVATT
10070,MARGATE,Street,,MOUNT GRAVATT EAST
10071,MARGIT,Street,,THE GAP
10072,MARIA,Lane,,FITZGIBBON
10073,MARIAN,Street,,COORPAROO
10074,MARIANNA,Street,,MANSFIELD
10075,MARIBOR,Street,,WESTLAKE
10076,MARICA,Street,,BELLBOWRIE
10077,MARIE,Street,,BALMORAL
10078,MARIE,Street,,BULIMBA
10079,MARIE,Street,,HENDRA
10080,MARIE,Street,,MILTON
10081,MARIE,Street,,MURARRIE
10082,MARIEANDER,Street,,TARRAGINDI
10083,MARIGOLD,Close,,CALAMVALE
10084,MARIGOLD,Close,,FITZGIBBON
10085,MARIGOLD,Street,,ELLEN GROVE
10086,MARIGOLD,Street,,HEMMANT
10087,MARIKA,Street,,RUNCORN
10088,MARINA,Street,,SHORNCLIFFE
10089,MARINE,Drive,,BRISBANE AIRPORT
10090,MARINE,Drive,,PINKENBA
10091,MARINE,Road,,PINKENBA
10092,MARINER,Street,,MANLY WEST
10093,MARIO,Close,,RICHLANDS
10094,MARISSA,Close,,MANSFIELD
10095,MARITA,Street,,LUTWYCHE
10096,MARJORIE,Street,,ANNERLEY
10097,MARK,Lane,,KANGAROO POINT
10098,MARK,Street,,NEW FARM
10099,MARK,Street,,NEWMARKET
10100,MARK,Street,,WILSTON
10101,MARKET,Lane,,PARKINSON
10102,MARKET,Street,,BRISBANE CITY
10103,MARKET,Street,,NEWMARKET
10104,MARKET,Street,,TOOWONG
10105,MARKET,Street,North,INDOOROOPILLY
10106,MARKET,Street,South,INDOOROOPILLY
10107,MARKHAM,Street,,DARRA
10108,MARKREE,Street,,EVERTON PARK
10109,MARKWAY,Street,,CHERMSIDE WEST
10110,MARKWELL,Street,,AUCHENFLOWER
10111,MARKWELL,Street,,BOWEN HILLS
10112,MARKWELL,Street,,HAMILTON
10113,MARLA,Street,,ROBERTSON
10114,MARLAND,Street,,KENMORE
10115,MARLBOROUGH,Place,,CARINDALE
10116,MARLBOROUGH,Street,,SHERWOOD
10117,MARLENE,Street,,MOUNT GRAVATT EAST
10118,MARLEY,Court,,ASPLEY
10119,MARLIN,Place,,MANLY WEST
10120,MARLIN,Street,,BOONDALL
10121,MARLOCK,Close,,BRIDGEMAN DOWNS
10122,MARLOCK,Street,,BELLBOWRIE
10123,MARLTON,Street,,TARRAGINDI
10124,MARLY,Street,,HIGHGATE HILL
10125,MARMINDIE,Street,,CHAPEL HILL
10126,MARMION,Parade,,TARINGA
10127,MARMONT,Street,,GEEBUNG
10128,MARNE,Road,,ALBION
10129,MARNE,Road,,WOOLOOWIN
10130,MARNE,Street,,ALDERLEY
10131,MARNEY,Street,,CHAPEL HILL
10132,MARNHAM,Street,,ACACIA RIDGE
10133,MAROA,Close,,CHAPEL HILL
10134,MARONG,Street,,SUNNYBANK HILLS
10135,MAROO,Street,,EIGHT MILE PLAINS
10136,MAROOM,Street,,TINGALPA
10137,MAROONA,Street,,SUNNYBANK HILLS
10138,MARQUIS,Street,,GREENSLOPES
10139,MARRAL,Street,,THE GAP
10140,MARRI,Street,,ASPLEY
10141,MARRIOTT,Street,,COORPAROO
10142,MARS,Street,,COORPAROO
10143,MARS,Street,,WILSTON
10144,MARSALA,Street,,CALAMVALE
10145,MARSALA,Street,,CARSELDINE
10146,MARSDEN,Street,,CLAYFIELD
10147,MARSH,Street,,BULWER
10148,MARSH,Street,,CANNON HILL
10149,MARSHALL,Avenue,,SEVEN HILLS
10150,MARSHALL,Lane,,KENMORE
10151,MARSHALL,Place,,FERNY GROVE
10152,MARSHALL,Road,,HOLLAND PARK WEST
10153,MARSHALL,Road,,ROCKLEA
10154,MARSHALL,Road,,TARRAGINDI
10155,MARSHALL,Street,,FORTITUDE VALLEY
10156,MARSHALL,Street,,MITCHELTON
10157,MARSTAELLER,Road,,MOUNT CROSBY
10158,MARSTON,Avenue,,INDOOROOPILLY
10159,MARTENS,Place,,BROOKFIELD
10160,MARTENSE,Street,,WISHART
10161,MARTHA,Street,,CAMP HILL
10162,MARTHA,Street,,PADDINGTON
10163,MARTHA,Street,,WINDSOR
10164,MARTIN,Lane,,INDOOROOPILLY
10165,MARTIN,Place,,RUNCORN
10166,MARTIN,Street,,FORTITUDE VALLEY
10167,MARTIN,Street,,WOOLLOONGABBA
10168,MARTINDALE,Place,,FOREST LAKE
10169,MARTINDALE,Street,,ASPLEY
10170,MARTINDALE,Street,,CHERMSIDE WEST
10171,MARTINDALE,Street,,CORINDA
10172,MARTOCK,Street,,CAMP HILL
10173,MARTY,Street,,WYNNUM WEST
10174,MARVELL,Street,,MURARRIE
10175,MARVIN,Street,,HOLLAND PARK WEST
10176,MARWOOD,Street,,BELMONT
10177,MARX,Street,,MCDOWALL
10178,MARY,Street,,BRISBANE CITY
10179,MARY-ELLEN,Street,,BRIGHTON
10180,MARYDALE,Court,,CARINDALE
10181,MARYLAND,Place,,PARKINSON
10182,MARYLAND,Street,,STAFFORD HEIGHTS
10183,MARYVALE,Street,,TOOWONG
10184,MARZENA,Close,,MOGGILL
10185,MASCAR,Street,,UPPER MOUNT GRAVATT
10186,MASCOT,Street,,UPPER MOUNT GRAVATT
10187,MASEFIELD,Street,,NUNDAH
10188,MASHOBRA,Street,,MITCHELTON
10189,MASKIELL,Court,,DARRA
10190,MASON,Street,,RED HILL
10191,MASSEY,Place,,BROOKFIELD
10192,MASSEY,Street,,ASCOT
10193,MASSEY,Street,,HAMILTON
10194,MASSIE,Street,,BRIGHTON
10195,MASSINGER,Street,,SALISBURY
10196,MASTERS,Street,,NEWSTEAD
